1.154104,1.943378,2.000000
0.363367,2.285141,1.000000
1.937944,1.726657,3.000000
1.995805,0.690197,4.000000
2.050332,0.777434,4.000000
1.904589,0.595293,4.000000
0.261049,0.430802,7.000000
0.148576,1.876598,1.000000
2.185026,0.663118,4.000000
0.198930,0.418688,7.000000
1.244570,1.953512,2.000000
1.172854,2.024003,2.000000
1.915897,1.623173,3.000000
2.103843,2.079114,3.000000
2.197568,2.084864,3.000000
1.146538,0.481746,5.000000
1.117167,1.889750,2.000000
0.582180,1.306730,6.000000
0.481207,2.004205,1.000000
0.858742,1.115106,5.000000
1.406090,0.654651,5.000000
1.195975,2.102048,2.000000
0.260339,0.543355,7.000000
1.317021,1.049436,5.000000
0.476576,2.155925,1.000000
1.770939,2.257041,3.000000
0.341289,1.639811,1.000000
0.365378,2.137601,1.000000
0.122990,0.449740,7.000000
0.240558,2.015213,1.000000
0.636215,2.483730,1.000000
2.152764,0.875324,4.000000
0.558034,1.831035,1.000000
2.009912,1.151971,4.000000
0.972913,1.104402,5.000000
1.268517,2.087224,2.000000
0.515819,1.901005,1.000000
0.306814,1.900337,1.000000
1.438616,1.978015,2.000000
0.364563,1.844801,1.000000
1.956398,0.467943,4.000000
1.971179,0.964830,4.000000
2.174691,1.852949,3.000000
0.661866,1.727469,1.000000
1.116354,1.985594,2.000000
1.877274,1.730176,3.000000
1.891947,1.568726,3.000000
1.927195,2.320897,3.000000
0.259480,0.392560,7.000000
2.178194,0.531510,4.000000
0.600400,2.480423,1.000000
0.260609,2.202190,1.000000
1.254316,2.083939,2.000000
0.194046,0.531372,7.000000
1.029592,0.789449,5.000000
0.620452,1.192660,6.000000
1.833523,2.100111,3.000000
1.766283,0.825464,4.000000
2.189286,1.601734,3.000000
0.908104,2.420116,1.000000
2.126077,2.006450,3.000000
0.613232,1.259139,6.000000
0.570397,1.260864,6.000000
0.564787,2.086385,1.000000
2.256460,2.026392,3.000000
0.691669,2.061097,1.000000
1.840410,0.745713,4.000000
1.925826,2.026010,3.000000
2.161518,0.631657,4.000000
2.040065,2.001495,3.000000
0.542348,1.920544,1.000000
0.298609,0.468684,7.000000
2.062926,0.628500,4.000000
2.093237,0.862755,4.000000
0.479639,1.160105,6.000000
2.094430,1.960598,3.000000
1.874718,2.147120,3.000000
0.703586,2.181891,1.000000
0.303691,2.024116,1.000000
2.112234,1.827258,3.000000
1.339333,1.934145,2.000000
1.165915,2.023769,2.000000
0.828843,1.664895,1.000000
0.679211,1.732382,1.000000
0.622056,1.841123,1.000000
2.109490,0.591341,4.000000
0.808410,2.265146,1.000000
1.933805,2.358887,3.000000
2.134745,0.678818,4.000000
1.809205,2.246717,3.000000
1.224073,1.900061,2.000000
1.827253,0.693798,4.000000
1.962609,2.088360,3.000000
1.953017,0.901998,4.000000
1.182711,1.948009,2.000000
0.278964,1.904258,1.000000
0.497065,2.269368,1.000000
0.364549,2.279832,1.000000
1.881523,2.357705,3.000000
2.168541,2.163393,3.000000
1.864210,1.834341,3.000000
0.267550,0.626842,7.000000
0.179875,0.642698,7.000000
1.899305,1.644305,3.000000
1.107863,0.600135,5.000000
2.097547,1.115880,4.000000
0.426517,1.258446,6.000000
1.071793,0.576246,5.000000
1.856939,2.371277,3.000000
2.072893,0.490739,4.000000
1.341279,2.031144,2.000000
0.850233,0.451473,5.000000
0.248425,0.486175,7.000000
0.294915,2.085820,1.000000
0.959065,2.458199,1.000000
1.837650,0.632851,4.000000
