0.778086,1.638418,1
2.028502,2.208670,3
2.029894,1.671621,3
0.560657,2.425056,1
2.101094,0.725046,4
1.118850,2.104287,2
0.640008,1.826730,1
2.130543,1.646691,3
1.851822,1.945081,3
2.080962,0.908368,4
0.583109,2.455424,1
0.485746,2.415273,1
0.290032,1.920040,1
2.111951,1.003327,4
0.253895,0.560975,7
1.819341,2.110150,3
0.558650,1.089942,6
1.065312,0.703773,5
0.810292,1.528556,1
2.108526,1.233087,4
0.994035,0.702815,5
2.122206,0.686888,4
1.833523,2.100111,3
1.816600,2.036775,3
1.901175,2.052875,3
0.549596,1.881041,1
0.762818,2.394457,1
0.842635,1.702739,1
2.171156,1.094231,4
0.489391,1.596229,1
1.856075,0.533759,4
1.771234,1.074853,4
2.200881,0.573277,4
1.952951,0.363494,4
1.085311,0.416465,5
1.790777,0.947048,4
2.048787,2.025299,3
0.303691,2.024116,1
2.199814,1.943115,3
0.967324,1.096815,5
1.879507,1.998094,3
0.702783,1.762566,1
1.751937,2.045631,3
2.027434,0.644339,4
0.760644,2.461504,1
2.004371,1.323130,4
0.218290,2.107670,1
0.811645,0.626712,5
0.371292,1.236959,6
0.660413,1.975678,1
1.120015,1.934343,2
1.847098,1.724699,3
0.732563,2.388925,1
0.833449,0.577385,5
0.530202,1.274305,6
2.196750,1.864946,3
1.830270,2.080580,3
0.631529,1.555200,1
0.236339,1.845584,1
1.867727,1.797276,3
0.281389,2.065689,1
1.780891,0.878890,4
1.853462,0.813379,4
0.298819,0.559903,7
1.926321,0.783114,4
0.417871,1.230020,6
2.184207,2.006182,3
1.881180,1.668892,3
2.197707,0.669000,4
0.654641,1.530686,1
0.174866,2.100973,1
2.118809,1.992133,3
2.080743,0.593576,4
1.958469,2.324380,3
0.679409,1.182527,6
0.318822,1.734893,1
2.060392,0.921347,4
0.494848,2.038838,1
1.905741,1.601495,3
2.142937,2.045272,3
2.065225,2.113068,3
1.220402,1.908005,2
2.123638,0.902475,4
2.023776,2.285519,3
1.987686,0.795575,4
2.003572,0.977895,4
1.796823,0.427716,4
1.776335,0.753044,4
0.536705,2.165082,1
0.470229,2.112042,1
0.144868,1.902936,1
0.397581,2.250199,1
0.594942,1.210969,6
2.042445,0.788751,4
0.515736,1.164080,6
0.403911,1.236526,6
2.097152,2.479297,3
2.097568,1.747200,3
1.437166,1.991387,2
1.984185,0.448604,4
1.275869,1.874639,2
0.778702,2.418830,1
0.586252,1.729154,1
1.775488,2.143255,3
2.117116,0.477052,4
1.311796,0.726478,5
0.666395,2.488745,1
1.995429,0.616044,4
1.889863,0.554840,4
1.816386,2.080839,3
1.253511,1.986364,2
0.584039,1.579088,1
0.798901,1.663026,1
0.398966,1.149257,6
1.121972,2.006037,2
0.830300,1.601297,1
1.895276,2.155921,3
1.785511,0.983363,4
0.583494,2.263435,1
2.174993,0.513025,4
1.922582,2.469885,3
0.604028,1.890262,1
1.922460,1.651047,3
0.118984,0.413769,7
0.209250,2.070445,1
2.121139,1.825633,3
2.082182,2.195180,3
0.883940,0.664015,5
